Frequency (Hz),Real,Imag,Magnitude,Magnitude (dB)
1909.0,-5.47124685973718e-12,-1.1167193794237637e-12,1.116809820382406e-15,-239.99030492592328
1910.0,1.9396556002347772e-12,-6.0360339588775285e-12,1.2680058327980177e-15,-239.98899321813386
1911.0,-1.945979875336315e-12,-5.5545422845503555e-12,1.1771113399516942e-15,-239.98978175363715
1912.0,4.4157608594818145e-12,-9.202314645519233e-13,9.02125710009042e-16,-239.99216776794123
1913.0,-1.2856504671333926e-12,2.0439936452178723e-12,4.829412860930967e-16,-239.9958062378763
1914.0,1.0448138358861842e-12,-3.3198160837606836e-12,6.960693868187373e-16,-239.99395612136115
1915.0,-2.7573297210809824e-12,4.961833314129747e-13,5.603236596514057e-16,-239.9951344535438
1916.0,5.87026921253019e-12,-8.016597415975811e-12,1.987218103353629e-15,-239.98275637062474
1917.0,1.125451026961524e-11,1.0512162738212463e-12,2.2606995117725972e-15,-239.98038597589914
1918.0,-6.777362490397156e-13,1.5848946873255259e-12,3.4474440347452194e-16,-239.99700610419285
1919.0,2.2390737696726053e-12,-2.6510167010464003e-13,4.509425791174819e-16,-239.99608404539367
1920.0,8.834625806002587e-13,-2.996091211093171e-13,1.8657671417117044e-16,-239.99837956641457
1921.0,1.3397124016438164e-12,1.7042079782807856e-12,4.3355064997548447e-16,-239.99623504299262
1922.0,5.571364001950547e-13,3.283077701791699e-12,6.660030079338732e-16,-239.9942170968762
1923.0,5.105291536988494e-13,-1.938389114034839e-12,4.0089860933583845e-16,-239.99651853673353
1924.0,1.5938649986545791e-12,-2.413589313587425e-12,5.78474511403902e-16,-239.9949768869669
1925.0,6.2458265362358276e-12,-1.6306502262725086e-12,1.2910363167810612e-15,-239.9887934335203
1926.0,4.0549261619196025e-12,2.5164585832400024e-12,9.544629899536664e-16,-239.99171359371093
1927.0,-1.9460935832696137e-12,5.009359068222976e-12,1.0748201432654847e-15,-239.9906692443991
1928.0,-5.827013883025061e-15,4.6354394953076584e-12,9.270886315503802e-16,-239.99195114088832
1929.0,1.624316481887507e-12,-7.921689709715483e-13,3.614380008743701e-16,-239.99686115662786
1930.0,1.7199871287007505e-12,2.6222954560881705e-12,6.272093488434917e-16,-239.99455383657983
1931.0,3.192428137716087e-12,2.184255540459508e-12,7.736296188877327e-16,-239.99328293643435
1932.0,2.317951752855164e-12,1.0502304635129496e-12,5.089551789717815e-16,-239.9955803960795
1933.0,3.72435967163168e-12,-2.966737120482352e-12,9.523105398077741e-16,-239.99173227184787
1934.0,-1.820086273946807e-12,2.496307140719067e-12,6.178758252404629e-16,-239.99463485609766
1935.0,-6.676536384263175e-13,-3.5727171668870684e-12,7.269131814865778e-16,-239.99368840604177
1936.0,1.1448439960115537e-12,-4.817424893315261e-13,2.4841446022573143e-16,-239.9978425673716
1937.0,-1.7251034896339246e-12,1.865773563851312e-12,5.08216215463992e-16,-239.99558681137222
1938.0,6.011052411488488e-12,9.78888631704783e-13,1.2180471919748007e-15,-239.98942661465125
1939.0,1.810670958823335e-11,4.693947185250163e-12,3.7410483679874516e-15,-239.9675662970144
1940.0,-1.133921445792732e-11,1.0981433094628606e-11,3.157021744205588e-15,-239.97262165186135
1941.0,4.294153931686688e-13,3.256863987021032e-12,6.570102163541974e-16,-239.99429515563503
1942.0,3.926644953475944e-12,4.232221717979261e-12,1.1546469808697967e-15,-239.98997664935604
1943.0,2.136497965382802e-12,5.015082903399228e-12,1.0902418095826646e-15,-239.9905354383566
1944.0,5.883918727288339e-13,8.801089989213219e-13,2.1173538635529354e-16,-239.99816108447652
1945.0,-2.6879883397902955e-12,-4.0357450563941095e-13,5.436231671461651e-16,-239.99527943215426
1946.0,-9.905481884674554e-13,2.70580084952666e-12,5.762827066978621e-16,-239.99499591375502
1947.0,-5.931063712290326e-13,1.5990986525549702e-12,3.411094644360131e-16,-239.99703766604878
1948.0,-2.7845676862308363e-12,5.825965861391345e-12,1.2914440819067368e-15,-239.98878989628483
1949.0,-1.138320459851397e-12,-3.5249890711438356e-12,7.4084604125283075e-16,-239.99356747550792
1950.0,-7.888142203621447e-13,6.821210263296962e-12,1.373333715166905e-15,-239.98807955841374
1951.0,1.4124105873929354e-12,-7.37696874533833e-13,3.1869109470310856e-16,-239.99723232531602
1952.0,2.7746355696067253e-12,8.214667014421675e-12,1.7341206036715481e-15,-239.98495066473055
1953.0,8.346250139270279e-12,-8.221672565326485e-12,2.3431243343767424e-15,-239.97967168721578
1954.0,-3.797657679617132e-12,1.6981204176006237e-11,3.4801350497862383e-15,-239.96982440819664
1955.0,-6.175390497143944e-12,1.0923061132361702e-11,2.509571376100123e-15,-239.97822944595646
1956.0,-4.893881140074612e-12,-9.918858785775058e-12,2.2120925136650596e-15,-239.98080722883205
1957.0,-7.783167116101562e-12,3.1916914930427605e-12,1.682433772175609e-15,-239.98539884522825
1958.0,5.477447851743043e-12,-5.9768346304599865e-12,1.6214189732259854e-15,-239.98592793901437
1959.0,5.438638328159487e-12,5.078463361804598e-12,1.488214728884472e-15,-239.98708314025538
1960.0,1.1445437843103621e-13,1.9482773841028023e-12,3.903272765333468e-16,-239.9966103218522
1961.0,-3.729900189985245e-12,6.421251231560912e-12,1.4851885106756584e-15,-239.98710938663226
1962.0,8.169532890507968e-13,9.342502992924873e-14,1.6445557609375194e-16,-239.99857167446052
1963.0,-3.6354020924299383e-12,3.9916044189336935e-12,1.079797281176332e-15,-239.99062606005134
1964.0,-2.438857439649525e-14,2.416299470011752e-12,4.832845096354804e-16,-239.99580325811405
1965.0,-2.3658989211058445e-12,5.814789201091435e-12,1.2555357606698325e-15,-239.98910139530935
1966.0,8.66350192271746e-13,2.2568282556031114e-12,4.834805655220434e-16,-239.995801556017
1967.0,-1.168470100307609e-13,3.254050981500785e-12,6.512296373464388e-16,-239.9943453322848
1968.0,-2.546843856108424e-12,4.041984863429101e-12,9.554905601540434e-16,-239.99170467686497
1969.0,-3.119148390517801e-12,3.8788747161024555e-12,9.954849219408338e-16,-239.99135762879342
1970.0,-1.1113188295101743e-12,2.778448032874916e-12,5.984915375244785e-16,-239.99480312354396
1971.0,-2.3775776417587906e-12,4.903211547521568e-12,1.089850612191233e-15,-239.99053883255414
1972.0,3.7072730570058146e-13,4.978836950460591e-12,9.985240330500561e-16,-239.99133125770183
1973.0,-6.577344033526944e-12,4.8204347007516315e-12,1.6309266720436324e-15,-239.98584549026762
1974.0,-6.405749677543102e-13,6.103737265922581e-12,1.2274517489616527e-15,-239.98934502746783
1975.0,-3.5232772045582675e-12,4.11312086401896e-12,1.0831665707948709e-15,-239.9905968263892
1976.0,3.666100003774266e-12,1.8106043567713318e-11,3.694694049112086e-15,-239.9679674341363
1977.0,-4.0079355238166335e-11,1.3575585574653471e-11,8.46321744965086e-15,-239.92679875120515
1978.0,-9.17304559140924e-12,-3.0119706717810385e-11,6.297115206787898e-15,-239.9454754463638
1979.0,2.4264736059523314e-12,2.786265432101089e-12,7.389465263063296e-16,-239.9935839622866
1980.0,-5.112259683735244e-12,-9.283245302518785e-12,2.1195645064086335e-15,-239.98160918000337
1981.0,1.262067466694057e-12,4.7293219669849024e-12,9.789647707224912e-16,-239.99150097948433
1982.0,-3.139787233690796e-12,-4.092185796309052e-12,1.0315861275601037e-15,-239.9910443751992
1983.0,-1.1702142178195465e-12,9.013454419177328e-12,1.817820253844415e-15,-239.98422494765802
1984.0,-4.6914438013037726e-12,-6.4899172423912025e-12,1.601607576828709e-15,-239.98609974175466
1985.0,-4.581752651861282e-12,5.956489349192409e-12,1.502960049101512e-15,-239.98695525529445
1986.0,-5.9135228404821336e-12,-2.0968679202301294e-12,1.2548562859514092e-15,-239.98910728975306
1987.0,-5.9122114382248925e-12,1.0405865568787468e-11,2.3936272251622954e-15,-239.97923406114293
1988.0,-9.321438872069355e-12,-5.130605535696375e-12,2.128025712331915e-15,-239.981535842656
1989.0,-7.212971074598443e-12,1.5359849261740447e-11,3.3938292300372586e-15,-239.97057148333866
1990.0,-1.609187442347858e-11,-7.161958457777842e-12,3.522737977266772e-15,-239.96945565503603
1991.0,-1.752878984377747e-11,3.373782356499302e-11,7.603944271994408e-15,-239.93420282244216
1992.0,-9.003163942078937e-11,-4.7780944031950715e-11,2.038500891280594e-14,-239.82471860991353
1993.0,4.1862860451505313e-11,-8.580098624768735e-11,1.9093777338450392e-14,-239.83571700472515
1994.0,2.5698368778813977e-11,1.4090372637834186e-11,5.861551872891503e-15,-239.94923584077958
1995.0,9.544603931354554e-12,-1.7867518753265343e-11,4.051408103880514e-15,-239.96488100907357
1996.0,1.2724960724325031e-11,6.488167862068361e-12,2.8567180304817723e-15,-239.9752222371745
1997.0,3.6737611016229705e-12,-1.2345949349627055e-11,2.5761908778299383e-15,-239.97765226402154
1998.0,9.333185418113117e-12,4.5093461471525355e-12,2.073089990557272e-15,-239.98201200805968
1999.0,3.981365880895995e-12,-6.637017481647608e-12,1.5479182837509054e-15,-239.98656534781006
2000.0,8.542144295967692e-12,3.524291969370097e-12,1.848121890552676e-15,-239.98396223253494
2001.0,5.429346430475963e-13,-6.033949534181693e-12,1.2116653829778695e-15,-239.98948197908007
2002.0,5.732627348011295e-12,5.263619104424642e-12,1.5565179393457831e-15,-239.98649076791486
2003.0,2.535623351880554e-12,-5.4083710627301696e-12,1.1946524738982303e-15,-239.9896295737509
2004.0,5.567411281602511e-12,4.3658332935935715e-12,1.4150133388200269e-15,-239.98771803782492
2005.0,-2.045918252891954e-12,-4.2644259890320156e-12,9.459621665468055e-16,-239.99178736083041
2006.0,7.267964697096928e-12,4.608213202346301e-12,1.721150077785502e-15,-239.98506313098625
2007.0,1.4619760878765154e-12,-3.877111877018183e-12,8.287187843518012e-16,-239.99280482107648
2008.0,9.716321282822372e-12,3.106310770236383e-12,2.04015750247194e-15,-239.98229746893114
2009.0,-4.259439189253437e-12,-4.417198488740871e-12,1.2272646771724934e-15,-239.9893466503609
2010.0,6.063141265016128e-12,7.867711011284829e-12,1.9865805652591486e-15,-239.98276189722944
2011.0,7.437244117805513e-13,-5.888749406195325e-13,1.897260863843436e-16,-239.998352216461
2012.0,1.9497726618292792e-11,3.7558128108110066e-12,3.9712339299091174e-15,-239.96557461084151
2013.0,-1.6013626775521055e-11,-3.975877188458168e-12,3.2999626781125083e-15,-239.97138407817957
2014.0,3.6632101183036023e-11,3.998012902177508e-11,1.084494638747831e-14,-239.90630911553143
2015.0,-2.1224768867670588e-11,1.7272406596544814e-11,5.472940135329102e-15,-239.9525922578449
2016.0,-5.3825235519309216e-11,-1.143421123981116e-11,1.1005266312789948e-14,-239.90493164338022
2017.0,2.0673601266155242e-11,1.1964881490011213e-13,4.1347894996039764e-15,-239.96415971978035
2018.0,-1.3579260227390567e-11,-1.4740468514426645e-11,4.008379824058566e-15,-239.96525324788053
2019.0,1.2063339074249432e-12,-8.276565181493214e-13,2.925923312896761e-16,-239.99745894702966
2020.0,-8.32112478724807e-12,1.3106098733029765e-12,1.6847411191628638e-15,-239.98537883755162
2021.0,7.206862289164536e-12,7.714753816419425e-13,1.449607371938505e-15,-239.98741798763606
2022.0,-7.140495218731737e-12,-6.4789451233285095e-12,1.928350610027472e-15,-239.98326668808363
2023.0,1.4503681949007625e-12,5.1817668159448924e-14,2.902587102233577e-16,-239.99747921069937
2024.0,-3.234231804561978e-12,4.540833030114572e-12,1.1149783849567617e-15,-239.9903208158378
2025.0,-1.4460893520565394e-12,-9.136431456719117e-12,1.8500330178400378e-15,-239.98394566333195
2026.0,-8.261139053962534e-12,-5.666623046295746e-12,2.0035671709999148e-15,-239.9826146472213
2027.0,-6.956215170261961e-13,1.5666965706020465e-12,3.4283683811901195e-16,-239.99702266740073
2028.0,3.4171328968137524e-12,1.2829583560286588e-11,2.6553720007928273e-15,-239.97696629985802
2029.0,1.3256369760646287e-11,-8.892269192041701e-13,2.6572321219254793e-15,-239.97695018585483
2030.0,-3.3368249911419485e-11,7.587335373363113e-12,6.84399813038792e-15,-239.94075628901837
2031.0,3.0111807298183607e-12,-2.7706564062407017e-11,5.5739425958001885e-15,-239.95171978069573
2032.0,-1.1180571391215304e-11,-4.204455967688164e-12,2.3889966648640656e-15,-239.97927418572826
2033.0,5.208944411230966e-12,4.1301472292028285e-12,1.329529510980273e-15,-239.98845952340034
2034.0,2.513518984906971e-12,-1.8362328448839147e-12,6.225601576753285e-16,-239.99459419372266
2035.0,4.009163659919608e-12,-7.019842237146581e-12,1.6168064607298811e-15,-239.98596793802596
2036.0,-7.218955008640848e-13,-7.530897263043092e-12,1.5130835628038228e-15,-239.98686745597496
2037.0,-1.84361316543152e-13,4.677150029629394e-13,1.00547783473162e-16,-239.99912669695303
2038.0,1.0639765427143278e-12,-2.2456970600327407e-12,4.969990490488298e-16,-239.9956841934968
2039.0,1.350821072702819e-12,-4.659011763598404e-12,9.701774720906748e-16,-239.99157723067827
2040.0,-2.407335707981867e-12,-1.2853564362732112e-12,5.457987313724181e-16,-239.99526054573113
2041.0,3.0955342701165166e-12,2.58568593085334e-12,8.06674758511228e-16,-239.99299613661404
2042.0,8.977213190737803e-13,-1.5581887197151878e-12,3.596584853978688e-16,-239.99687660773205
2043.0,1.5932438884479506e-12,-4.246329758166218e-12,9.070775601494e-16,-239.99212479559023
2044.0,5.548713767629142e-13,-5.154393992100313e-13,1.514674907706297e-16,-239.9986844697189
2045.0,-1.7451465092430495e-13,2.918814665691245e-12,5.848054177601821e-16,-239.9949219293785
2046.0,-1.606784480090196e-12,-1.8183824373237091e-12,4.85315198765752e-16,-239.99578562831047
2047.0,4.240078227443668e-13,2.256736228027486e-12,4.59244642282962e-16,-239.9960119673915
2048.0,-1.1831899751726574e-11,3.9455266925818275e-12,2.4944821716483208e-15,-239.97836018201596
2049.0,-6.724355422090159e-12,-7.218161343147379e-12,1.9730059200955327e-15,-239.98287957212725
2050.0,9.428277791114712e-13,-9.233154530723409e-12,1.8562334638647423e-15,-239.98389190656056
2051.0,5.3688305713579555e-12,-2.7483873115525246e-12,1.2062831262726129e-15,-239.9895286723169
2052.0,-1.1776179936652293e-11,-1.4908992356935846e-12,2.374036178590408e-15,-239.97940382212974
2053.0,1.1416035816822178e-12,-1.8440234526661827e-11,3.695107620278471e-15,-239.96796385512687
2054.0,1.3892397231395972e-11,-2.3445197014442974e-12,2.8177684323972322e-15,-239.97555959192744
2055.0,1.5912254451525236e-12,-3.710216752746432e-13,3.26781609080098e-16,-239.99716207467344
2056.0,3.0514721289932776e-12,-1.2550809444158274e-12,6.599003055328431e-16,-239.9942700691577
2057.0,1.3358689664702638e-12,2.415804790670236e-12,5.521108106966786e-16,-239.99520574978726
2058.0,4.505434019067885e-12,-1.3216254638123965e-12,9.390554736919759e-16,-239.99184729511373
2059.0,-4.69327220699964e-13,-1.0784636495333113e-12,2.352319607072697e-16,-239.9979570414251
2060.0,-4.0486422077185415e-13,-5.125080491008404e-13,1.306261134160165e-16,-239.99886547009305
2061.0,1.3167569098860398e-13,-1.1887603983989042e-12,2.3920616818124464e-16,-239.99792253008434
2062.0,3.957973899454764e-13,-1.1218705036781642e-12,2.37928476724477e-16,-239.99793362532438
2063.0,9.19065564233279e-13,6.238936144983057e-13,2.2216433139198525e-16,-239.99807051945896
2064.0,-2.828195159036718e-12,-3.205290163061621e-12,8.549286025632391e-16,-239.9925773569727
2065.0,7.407004742294294e-13,-3.0965757004492153e-12,6.367862517716993e-16,-239.99447070519676
2066.0,4.1404284322281205e-12,-2.8396716975628726e-13,8.300309622153239e-16,-239.99279343308928
2067.0,-4.063616754283004e-12,-5.374228397123319e-12,1.3475208642560784e-15,-239.9883034613843
2068.0,7.293010713321801e-12,-1.067144645348442e-11,2.5850939996387885e-15,-239.97757513153942
2069.0,8.230267006793188e-12,5.614811898635929e-12,1.9926204622072122e-15,-239.98270953952203
2070.0,-5.828900296989099e-13,-3.362641432356334e-13,1.3458593696941603e-16,-239.99883108006298
2071.0,4.472743110351628e-12,3.1535612097051265e-13,8.967693218265559e-16,-239.99221425112864
2072.0,-2.9628677852253117e-13,3.2716351822424126e-12,6.570047981807623e-16,-239.99429520266577
2073.0,3.4138457098750277e-13,-1.116509755767327e-12,2.3350695578778266e-16,-239.99797202111668
2074.0,7.757026796499279e-13,-1.6788103872600146e-12,3.6987127293631226e-16,-239.99678793293202
2075.0,1.156471560713051e-12,5.644410671241979e-13,2.5737289593073966e-16,-239.99776477506092
2076.0,1.6682855684279703e-12,-1.581401357043849e-12,4.597393605026728e-16,-239.9960076722972
2077.0,1.6945612929535355e-12,1.526478591061026e-12,4.561436117954087e-16,-239.9960388902776
2078.0,1.0913306999884185e-13,-7.72247369950542e-13,1.5598410526241465e-16,-239.99864524493378
2079.0,-1.1265562532288832e-12,-6.676467646410891e-13,2.6190694485063304e-16,-239.99772540303496
2080.0,2.086758048552481e-12,-3.701303408839889e-12,8.498048264746051e-16,-239.99262182362446
2081.0,8.260210993857156e-13,1.1859086140072993e-12,2.890460238375266e-16,-239.99748974090934
2082.0,5.46415998506311e-12,-7.094893918519067e-13,1.1020057992499908e-15,-239.9904333695207
2083.0,5.566020354152813e-13,1.5979926801735697e-12,3.3843087517049873e-16,-239.99706092407712
2084.0,-2.8913202156181885e-12,1.1081284895554586e-12,6.19279624680382e-16,-239.99462267038842
2085.0,2.454655435713433e-12,-1.4307578095324673e-12,5.682394290302512e-16,-239.99506573682015
2086.0,5.432223077182465e-13,-4.1193523719093806e-12,8.310031152663189e-16,-239.99278499608224
2087.0,-2.9969466296427404e-12,-3.100877578563958e-12,8.624878169149441e-16,-239.99251175480424
2088.0,1.8873431385030963e-12,3.913069475183704e-12,8.688884126300496e-16,-239.99245620802242
2089.0,7.304630226401166e-12,2.835644663091978e-12,1.5671439423330018e-15,-239.98639861555205
2090.0,1.6983888495795276e-12,-1.0311868917082274e-11,2.090159469968391e-15,-239.98186405243342
2091.0,1.1091275189645983e-11,6.343744306982247e-12,2.555460640783389e-15,-239.97783186375108
2092.0,-3.9716061108054224e-12,1.914726653519791e-12,8.818125255877482e-16,-239.99234404878223
2093.0,-8.712249345594931e-12,6.156591918811106e-12,2.1336064558825226e-15,-239.9814874720024
2094.0,2.3067408044083137e-12,3.938695391237255e-12,9.128937402277641e-16,-239.99207432282148
2095.0,2.492819165275087e-12,-3.392586426733295e-12,8.419926378209673e-16,-239.9926896220823
2096.0,-2.7151193196611423e-12,-2.804122933312427e-12,7.806402076533306e-16,-239.99322209051954
2097.0,2.0920474961169007e-12,-1.2256866440055217e-12,4.849317673777421e-16,-239.99578895713827
2098.0,-3.5202447811038953e-12,1.6610652836679493e-12,7.784924198859254e-16,-239.99324073143524
2099.0,5.1856550396349094e-12,3.393860287945419e-12,1.2395048341040692e-15,-239.98924046467647
2100.0,-7.533927008944006e-13,-2.24342979398292e-12,4.73310798621422e-16,-239.9958898472518
2101.0,-2.4120244433320726e-12,-3.762755314292788e-13,4.882394982294563e-16,-239.99576024052627
2102.0,1.2704919396529777e-12,3.332096055590769e-12,7.132184487913012e-16,-239.9938072713877
2103.0,2.960269325851587e-12,-1.115401846400611e-12,6.326868343985579e-16,-239.99450628969686
2104.0,-8.728241528438203e-12,6.387194728426198e-13,1.750316117091328e-15,-239.9848102369442
2105.0,3.3128692146412416e-12,1.9418583401515232e-13,6.637110989413944e-16,-239.9942369909181
2106.0,4.6686732026546164e-12,1.4237075825116789e-12,9.761854896214462e-16,-239.99152509643716
2107.0,-1.0683144144480664e-11,2.5423923322313217e-12,2.19629986643664e-15,-239.98094410033133
2108.0,4.52829569519951e-12,-2.172214718622693e-12,1.0044695851435916e-15,-239.99127966696048
2109.0,-4.8241486616588084e-12,7.357862943689772e-13,9.7598753641152e-16,-239.9915268141602
2110.0,-1.1746311881053598e-12,-7.775301721824557e-13,2.817311907988811e-16,-239.9975532586146
2111.0,-4.6490713223001625e-12,5.705619486327056e-13,9.36790373500098e-16,-239.9918669510882
2112.0,1.6491929898869596e-12,-1.4329975174745833e-12,4.369585519465483e-16,-239.99620545521043
2113.0,-8.390621602114296e-12,-2.7849090435901548e-12,1.7681430852839631e-15,-239.98465566579202
2114.0,4.2724491131707095e-13,3.4174236586061376e-13,1.0942139806643696e-16,-239.99904962980682
2115.0,-2.1805847446905507e-11,-2.0793078820933055e-12,4.380951970274272e-15,-239.9620306450414
2116.0,5.118066521378187e-12,-3.5852252171251905e-11,7.243144595183196e-15,-239.93731359568648
2117.0,2.247461728825107e-11,4.260527788084439e-12,4.5749776798860716e-15,-239.96035287214355
2118.0,-1.1334029538414077e-12,9.427179106078581e-13,2.948436409188622e-16,-239.99743939814454
2119.0,1.0284290377385839e-11,-2.3045503199840374e-12,2.1078669857818777e-15,-239.98171056906892
2120.0,8.555966356155458e-13,2.144495237254948e-12,4.617750718904517e-16,-239.9959899984761
2121.0,2.275264739514623e-12,-1.1086884555325407e-12,5.062023202755861e-16,-239.99560429497575
2122.0,-1.7911213444919195e-13,-1.23650499449582e-12,2.4988203281709177e-16,-239.9978298233732
2123.0,6.025310187004492e-12,4.720728825043853e-13,1.208754990161631e-15,-239.98950722787453
2124.0,7.815743261249098e-13,2.2013639092026364e-12,4.671985226002977e-16,-239.9959429128524
2125.0,2.8764583937821632e-12,-9.234114871201856e-13,6.042086283960326e-16,-239.99475349536752
2126.0,1.1016974479577623e-12,1.5115591275775004e-12,3.740881320223618e-16,-239.9967513193789
2127.0,3.773019856339344e-12,-1.3171771670370425e-12,7.992655259848179e-16,-239.99306044075576
2128.0,1.7657015895002162e-12,3.1225781298539632e-12,7.174453646154769e-16,-239.99377058310762
2129.0,-3.910370524906206e-12,1.825665410058547e-12,8.631118544323088e-16,-239.99250633915582
2130.0,2.613292809844087e-12,-1.7484399455772674e-12,6.288510651425516e-16,-239.99453958576314
2131.0,2.0253723904473346e-12,2.6138935347157802e-12,6.613493095427047e-16,-239.99425749157786
2132.0,-4.074999055499265e-13,3.0398023598276074e-13,1.0167795373458968e-16,-239.99911688141134
2133.0,2.7585224302241787e-13,-4.2066195191595594e-13,1.0060833718340467e-16,-239.9991261710431
2134.0,3.977632247643385e-13,9.579031935797888e-14,8.182698045452472e-17,-239.99928928895565
2135.0,3.4571584968302933e-12,1.3766849441192246e-12,7.442366910484982e-16,-239.9935380465502
2136.0,-6.392221056926705e-13,-4.0711134832483753e-13,1.5157104609272034e-16,-239.99868357038508
2137.0,1.195852649757956e-12,2.3666804909593077e-12,5.303297127719891e-16,-239.99539483566292
2138.0,-7.687275761673442e-13,2.820563492983683e-13,1.6376786870929757e-16,-239.99857764683082
2139.0,-1.413135645779745e-13,-6.613825519244546e-13,1.352621755737852e-16,-239.99882520712148
2140.0,1.4299197059155634e-12,-5.753061149072859e-13,3.0826271206328967e-16,-239.99732287671094
2141.0,-1.560407882548377e-12,1.1171232051169488e-12,3.838143830202236e-16,-239.99666687023824
2142.0,1.0170144641627858e-12,1.837035820304704e-12,4.199532843257161e-16,-239.99635309782988
2143.0,-2.585438857818733e-12,2.5315341145562137e-12,7.236894101942062e-16,-239.99371638706876
2144.0,-4.029070105965949e-12,-5.088115221941927e-12,1.2980342434704195e-15,-239.98873272888568
2145.0,3.721823965510649e-12,-3.0879525970165517e-12,9.672109360769383e-16,-239.99160297274648
2146.0,-5.561998466053724e-13,9.154329918596192e-13,2.1423126120609883e-16,-239.99813941019926
2147.0,-1.8238607045494048e-12,5.083031417932788e-13,3.7867347166424897e-16,-239.99671150660959
2148.0,2.276104280722088e-12,-3.969815204002741e-12,9.152067187396024e-16,-239.99205425089212
2149.0,2.262288883692397e-12,-2.7614441945034462e-12,7.139614844691549e-16,-239.99380082206397
2150.0,3.670692149354142e-12,1.639591975717241e-12,8.040458370557366e-16,-239.99301895276045
2151.0,3.62951371894577e-12,5.783554388785755e-12,1.3656188517160786e-15,-239.98814647722253
2152.0,-3.2574493065896516e-12,2.7450445227355046e-12,8.519682016789499e-16,-239.99260304876145
2153.0,-2.0913758645948704e-13,-7.010739247557004e-14,4.411511149246844e-17,-239.99961682946196
2154.0,1.307287858365028e-12,-1.2960675043872536e-12,3.6817346566841155e-16,-239.99680267445865
2155.0,-2.8890327782072384e-12,4.217488714782306e-12,1.0224230328562036e-15,-239.9911238831735
2156.0,1.1141459760192196e-12,-3.906463258971284e-12,8.124475724518441e-16,-239.99294603514943
2157.0,1.386265263254127e-12,4.642893696320162e-12,9.690860282850957e-16,-239.99158670165536
2158.0,-2.9417477524819695e-12,2.5915028059326525e-12,7.840858787757763e-16,-239.99319218519727
2159.0,-7.425258950378192e-14,-3.0656846587518603e-12,6.133167492888003e-16,-239.99467443136584
2160.0,2.2798249495298148e-12,2.151665376731543e-12,6.269693993784359e-16,-239.99455591944823
2161.0,-6.444571127945871e-12,6.780791549477043e-12,1.8709530305233512e-15,-239.98376429185095
2162.0,1.694590263650033e-12,-1.4440292479545841e-12,4.452799852050739e-16,-239.9961332080291
2163.0,-2.727399290917525e-12,1.1736236742601629e-11,2.4097963380376352e-15,-239.97909395450873
2164.0,-2.4201796155179972e-11,4.419205511817682e-12,4.92039150675051e-15,-239.957366822556
2165.0,-1.8365193261530716e-11,-2.1382403291455117e-11,5.637330907625714e-15,-239.95117226598327
2166.0,8.847401500606675e-12,-2.1323978759304297e-11,4.6173091013714815e-15,-239.9599868682944
2167.0,1.153313367601082e-11,-3.706155938386447e-12,2.422798086744927e-15,-239.97898129497327
2168.0,-6.605753547803823e-13,1.7622764844983547e-12,3.7640288028436275e-16,-239.99673122127268
2169.0,4.7371951327274325e-12,-6.729187380107969e-12,1.6458794673017927e-15,-239.98571582438325
2170.0,1.7220150810692036e-12,-9.602325734543554e-13,3.943289253682793e-16,-239.99657557760318
2171.0,-8.892817074244768e-13,-3.359130932392283e-12,6.949700015429281e-16,-239.99396566386335
2172.0,4.066898487070546e-12,-2.197098822110429e-12,9.244870261557105e-16,-239.99197371724475
2173.0,7.065734523911246e-13,-8.163377236016098e-13,2.1593085213549002e-16,-239.9981246509145
2174.0,3.050343522312215e-13,-1.3589182917790278e-12,2.7854657634031347e-16,-239.99758091207752
2175.0,9.19829428009595e-13,-2.7910394186761685e-12,5.877410046350914e-16,-239.99489644613504
2176.0,1.9151214478877136e-12,-6.815972685714985e-13,4.0655946658188447e-16,-239.99646938699541
2177.0,2.144467988929915e-12,-2.2452460024555067e-12,6.20962883499088e-16,-239.99460805884905
2178.0,3.908492362786005e-12,-7.933368479037411e-13,7.976389133987475e-16,-239.99307455806115
2179.0,2.4563987495812245e-12,-1.6409392644807165e-13,4.923747204575535e-16,-239.9957243400446
2180.0,-3.7151561481936557e-13,-2.9852861917524502e-12,6.016629454677248e-16,-239.99477559356467
2181.0,2.3664350605091545e-12,-4.11230669060475e-12,9.489168817804762e-16,-239.9917617207924
2182.0,7.735176333792717e-12,3.0755460835480827e-12,1.6648355669782514e-15,-239.9855514458986
2183.0,-1.199562794618803e-12,-3.4848548429559135e-13,2.49831385618253e-16,-239.99783026317928
2184.0,-2.3209086479506007e-12,-3.240484393003989e-12,7.971789273038851e-16,-239.99307855026618
2185.0,6.68318733195434e-13,-1.0956193964609037e-12,2.5667347280475285e-16,-239.99777084861196
2186.0,-1.0957054124443638e-12,1.2081832214411472e-12,3.2620711503164866e-16,-239.99716706303667
2187.0,1.7678364952218108e-12,-5.542683918324488e-12,1.1635564600360574e-15,-239.98989935219856
2188.0,5.516061452950936e-12,2.467712734031861e-13,1.10431571598177e-15,-239.990413327948
2189.0,2.5470805229590817e-12,1.0682027687340223e-12,5.524011710910302e-16,-239.99520322914094
2190.0,1.923244185634607e-12,-7.747865851838642e-13,4.146884348596279e-16,-239.99639880865521
2191.0,4.632893987078714e-12,-3.24988517352744e-12,1.1318208398262257e-15,-239.99017468829322
2192.0,2.782827264617767e-12,2.32529793888733e-12,7.252899582730667e-16,-239.99370249494947
